,artist_id,name,genre
116,3707,Circa Zero, pop punk
119,3707,Circa Zero, screamo
121,1717,24/7, pop
122,2215,The Purge,conscious hip hop
123,2215,The Purge, hip hop
124,2215,The Purge, pop rap
125,2215,The Purge, rap
126,1157,Oslo,alternative r&b
127,1157,Oslo, indie soul
128,1234,Messengers,ccm
129,1234,Messengers, christian alternative rock
131,1234,Messengers, christian music
132,1234,Messengers, worship
133,1852,Gran Ronde,classical
137,763,The Twilight Hours, dream pop
138,763,The Twilight Hours, metropopolis
139,1201,The Ascension,ccm
140,1201,The Ascension, christian alternative rock
142,1201,The Ascension, christian music
143,1201,The Ascension, world worship
144,1201,The Ascension, worship
145,1305,Infinity,modern rock
146,1305,Infinity, pop
149,3755,Arrows, vapor soul
150,3387,Blinded,album rock
151,3387,Blinded, art rock
153,3387,Blinded, classic rock
154,3387,Blinded, hard rock
155,3387,Blinded, progressive rock
156,3387,Blinded, symphonic rock
159,2620,Little League, pop
161,2949,Easy, pop
163,2949,Easy, uk pop
164,2438,Memorials,electropop
166,2438,Memorials, vapor soul
169,2540,Bridges,art pop
172,2540,Bridges, electropop
174,2540,Bridges, indie pop
175,2540,Bridges, indie poptimism
176,2540,Bridges, indietronica
177,2540,Bridges, metropopolis
179,2540,Bridges, pop
180,2540,Bridges, pop rock
181,2540,Bridges, shimmer pop
182,2540,Bridges, tropical house
183,2540,Bridges, vapor soul
185,3341,Charge,alt z
186,3341,Charge, electropop
187,3341,Charge, indie pop
188,3341,Charge, indie poptimism
189,3341,Charge, pop
193,3169,Airwaves,acoustic pop
194,3169,Airwaves, indie folk
195,3169,Airwaves, neo mellow
196,3169,Airwaves, new americana
197,3169,Airwaves, pop rock
198,3169,Airwaves, stomp and holler
199,2611,Karen Harding,dance pop
202,2611,Karen Harding, edm
203,2611,Karen Harding, house
204,2611,Karen Harding, pop dance
205,2611,Karen Harding, tropical house
207,2580,Bang Bang,dance pop
208,2580,Bang Bang, pop
209,2580,Bang Bang, pop rap
210,2580,Bang Bang, post-teen pop
212,1030,Forth,contemporary r&b
213,1030,Forth, dance pop
214,1030,Forth, neo soul
215,1030,Forth, quiet storm
216,1030,Forth, r&b
217,1030,Forth, urban contemporary
218,1172,Warning,contemporary country
225,2052,Anchor, indie folk
226,2052,Anchor, pop
227,1196,Rebel Yell,album rock
228,1196,Rebel Yell, classic rock
229,1196,Rebel Yell, dance rock
230,1196,Rebel Yell, hard rock
231,1196,Rebel Yell, mellow gold
233,1196,Rebel Yell, new wave
234,1196,Rebel Yell, new wave pop
235,1196,Rebel Yell, rock
236,1196,Rebel Yell, soft rock
240,114,Studio, hip hop
241,114,Studio, pop rap
242,114,Studio, rap
243,114,Studio, southern hip hop
244,114,Studio, trap
245,114,Studio, underground hip hop
247,1901,Illusion, pop
248,1901,Illusion, post-teen pop
249,1901,Illusion, talent show
250,2144,Celebrity,dance pop
251,2144,Celebrity, pop
252,211,Arcadia,art pop
253,211,Arcadia, pop
254,1455,Countdown,dance pop
255,1455,Countdown, pop
256,1455,Countdown, r&b
257,3024,Warriors,modern rock
258,3024,Warriors, rock
259,2963,The Shake,country
260,2963,The Shake, country road
261,2963,The Shake, country rock
263,1872,Undertow,alternative metal
264,1872,Undertow, alternative rock
265,1872,Undertow, art rock
266,1872,Undertow, nu metal
268,1872,Undertow, progressive rock
269,1872,Undertow, rock
270,1284,Da Vinci,alternative rock
272,1284,Da Vinci, modern rock
273,1284,Da Vinci, permanent wave
274,1284,Da Vinci, rock
276,3563,Indecision, miami hip hop
278,187,Easy Rider,alternative hip hop
279,187,Easy Rider, east coast hip hop
280,187,Easy Rider, escape room
281,187,Easy Rider, hip hop
284,187,Easy Rider, rap
285,187,Easy Rider, underground hip hop
289,269,Shanghai, underground hip hop
291,3600,Homicide,conscious hip hop
293,3600,Homicide, hip hop
294,3600,Homicide, pop rap
295,3600,Homicide, rap
296,2104,Reflektor,alternative dance
297,2104,Reflektor, alternative rock
300,2104,Reflektor, indie pop
301,2104,Reflektor, indie rock
302,2104,Reflektor, modern rock
303,2104,Reflektor, new rave
304,2104,Reflektor, permanent wave
306,2104,Reflektor, rock
307,2104,Reflektor, stomp and holler
308,1296,Armageddon,album rock
310,1296,Armageddon, hard rock
312,1296,Armageddon, rock
315,3156,120 Days, underground hip hop
327,1748,Crisis,alt z
328,1748,Crisis, pop
329,1748,Crisis, post-teen pop
333,1518,Chandelier, pop
339,1497,D'Angelo and The Vanguard,alternative r&b
340,1497,D'Angelo and The Vanguard, funk
341,1497,D'Angelo and The Vanguard, hip hop
342,1497,D'Angelo and The Vanguard, indie soul
343,1497,D'Angelo and The Vanguard, neo soul
344,1497,D'Angelo and The Vanguard, soul
345,503,Flashlight,dance pop
346,503,Flashlight, pop
347,503,Flashlight, pop rap
348,503,Flashlight, post-teen pop
355,1484,True Colors, canadian pop
356,1484,True Colors, pop
357,1781,Rescue,ccm
358,1781,Rescue, christian music
359,1781,Rescue, worship
364,3249,Bipolar, pop punk
367,490,theSTART, indie pop
368,490,theSTART, indie rock
369,490,theSTART, stomp and holler
370,3159,High Hopes,modern rock
371,3159,High Hopes, rock
372,1703,Unicorn,atl hip hop
373,1703,Unicorn, hip hop
374,1703,Unicorn, pop rap
375,1703,Unicorn, rap
376,1703,Unicorn, southern hip hop
377,1703,Unicorn, trap
379,2165,Bad Things, pop rap
382,2626,Luxury,dance pop
383,2626,Luxury, escape room
385,2626,Luxury, lgbtq+ hip hop
386,2626,Luxury, pop
387,2626,Luxury, trap queen
388,2532,Stir,atl hip hop
389,2532,Stir, hip hop
390,2532,Stir, pop rap
391,2532,Stir, rap
392,2532,Stir, trap
393,1499,Believer,modern rock
394,1499,Believer, rock
395,2565,Venus,dance pop
396,2565,Venus, electropop
397,2565,Venus, metropopolis
398,2565,Venus, pop
400,2840,Hold Up,dance pop
401,2840,Hold Up, pop
402,2840,Hold Up, r&b
405,1505,The Way, rap
406,1505,The Way, trap
407,329,Gypsy,album rock
408,329,Gypsy, classic rock
409,329,Gypsy, mellow gold
410,329,Gypsy, rock
411,329,Gypsy, soft rock
415,416,EDIDION, pop
418,291,Wonderland,pop
420,2763,Relapse, metalcore
428,2930,The Truth,contemporary country
429,2930,The Truth, country
430,2930,The Truth, country road
431,3233,Alena,classical
438,1959,Sirens, progressive bluegrass
440,230,Headphones,alt z
441,230,Headphones, indie pop
449,3219,Illuminate,alternative hip hop
450,3219,Illuminate, conscious hip hop
451,3219,Illuminate, escape room
452,3219,Illuminate, hip hop
453,3219,Illuminate, rap
454,3219,Illuminate, southern hip hop
455,3219,Illuminate, underground hip hop
456,3126,High Tide,electropop
457,3126,High Tide, indie poptimism
459,3126,High Tide, tropical house
460,3126,High Tide, vapor soul
462,3309,Funeral, la indie
468,3063,Stockholm Syndrome, pop
469,3063,Stockholm Syndrome, post-teen pop
470,3063,Stockholm Syndrome, talent show
475,3616,Clockwork, melodic metalcore
476,3616,Clockwork, metalcore
483,1639,Lord,east coast hip hop
484,1639,Lord, hip hop
485,1639,Lord, rap
486,1639,Lord, trap
495,393,Hollywood, melodic rap
496,393,Hollywood, rap
509,1410,Dominic, pop
517,2137,Dutch Uncles, pop punk
519,337,Palace,alternative r&b
520,337,Palace, indie soul
521,337,Palace, lgbtq+ hip hop
522,337,Palace, r&b
525,674,Wildfire, new americana
527,674,Wildfire, progressive bluegrass
528,674,Wildfire, stomp and holler
529,2788,Clouds,hip hop
530,2788,Clouds, pop rap
531,2788,Clouds, rap
533,2157,Ghosty,canadian pop
534,2157,Ghosty, pop
535,878,Popeye,alternative r&b
537,3287,Tomorrow,contemporary country
538,3287,Tomorrow, country
539,3287,Tomorrow, country road
540,3287,Tomorrow, modern country rock
543,628,Bola, electronic trap
551,2004,Flying Saucer Attack, punk
555,432,Crazy,chicago rap
557,2601,Celebration, funk
558,2601,Celebration, motown
559,2601,Celebration, quiet storm
560,2601,Celebration, soul
563,1559,Restorations, heartland rock
566,771,OMG,atl hip hop
567,771,OMG, contemporary r&b
568,771,OMG, dance pop
569,771,OMG, pop
570,771,OMG, r&b
572,771,OMG, urban contemporary
573,934,Crystal Ball,alternative rock
574,934,Crystal Ball, neo mellow
575,934,Crystal Ball, pop rock
576,934,Crystal Ball, post-grunge
577,934,Crystal Ball, rock
582,147,Exotic,atl hip hop
584,147,Exotic, rap
585,147,Exotic, trap
592,716,Flamingo,art pop
593,716,Flamingo, escape room
596,2399,Inside Out,alternative metal
597,2399,Inside Out, alternative rock
598,2399,Inside Out, pop rock
599,2399,Inside Out, post-grunge
606,2310,Teen Idols, skate punk
607,2529,Goddess,alt z
610,1029,Alibi, country
611,1029,Alibi, country road
612,1029,Alibi, country rock
615,787,Lay Low, gangster rap
616,787,Lay Low, hip hop
617,787,Lay Low, pop rap
618,787,Lay Low, rap
619,787,Lay Low, west coast rap
624,2923,The Outsiders,contemporary country
625,2923,The Outsiders, country
626,2923,The Outsiders, country road
627,2923,The Outsiders, modern country rock
629,1474,Wax, gangster rap
632,1474,Wax, rap
633,1474,Wax, southern hip hop
634,1474,Wax, trap
637,2147,Scarecrow,contemporary country
638,2147,Scarecrow, outlaw country
639,2510,The Men,canadian pop
640,2510,The Men, dance pop
641,2510,The Men, pop
642,2510,The Men, viral pop
643,2980,Solitaire,atl hip hop
644,2980,Solitaire, hip hop
645,2980,Solitaire, pop rap
646,2980,Solitaire, rap
647,2980,Solitaire, southern hip hop
648,2980,Solitaire, trap
652,3576,Daydreamer, pop
654,3576,Daydreamer, uk pop
655,2320,DJ Scream,atl hip hop
656,2320,DJ Scream, dirty south rap
657,2320,DJ Scream, gangster rap
658,2320,DJ Scream, pop rap
659,2320,DJ Scream, rap
660,2320,DJ Scream, southern hip hop
661,2320,DJ Scream, trap
667,1519,Circles, melodic rap
668,1519,Circles, rap
669,1702,Sleepless,alternative r&b
670,1702,Sleepless, indie soul
672,231,The Weavers, folk
673,180,Criminal,latin
674,180,Criminal, latin pop
676,180,Criminal, reggaeton
677,180,Criminal, trap latino
678,419,Mona Lisa,hip hop
680,419,Mona Lisa, pop rap
681,419,Mona Lisa, rap
682,419,Mona Lisa, trap
683,136,Young Magic,art pop
685,136,Young Magic, chillwave
687,136,Young Magic, dream pop
689,136,Young Magic, electropop
690,136,Young Magic, escape room
692,136,Young Magic, indietronica
693,136,Young Magic, metropopolis
694,136,Young Magic, shimmer pop
700,3498,Distance, melodic rap
701,3498,Distance, pop rap
702,3498,Distance, r&b
703,3498,Distance, rap
704,3498,Distance, toronto rap
705,3498,Distance, trap
707,2007,Tunde Olaniran, escape room
716,1547,Karma,modern rock
717,1547,Karma, pop rap
718,3234,Charles Hamilton,alternative hip hop
721,3420,Supernatural, rap
722,3420,Supernatural, trap
728,3409,JT Hodges,contemporary country
729,3409,JT Hodges, country pop
730,3409,JT Hodges, country road
731,3409,JT Hodges, modern country rock
735,414,Smile,country
736,414,Smile, country road
737,414,Smile, pop rock
743,475,Quincy, canadian pop
744,475,Quincy, pop
745,3652,Gladiator,modern alternative rock
746,3652,Gladiator, modern rock
748,3602,Kate Boy,electropop
749,3602,Kate Boy, metropopolis
756,2591,Collide,alternative r&b
758,2591,Collide, indie r&b
759,2591,Collide, pop
760,2591,Collide, pop r&b
761,2591,Collide, post-teen pop
762,2591,Collide, r&b
763,2591,Collide, urban contemporary
766,3019,Hurricane,chicago rap
767,3019,Hurricane, rap
773,1041,Colleen Green, la indie
780,3659,Teairra Mari, r&b
781,3659,Teairra Mari, urban contemporary
788,1266,Body Language, hip hop
789,1266,Body Language, pop
790,1266,Body Language, pop rap
791,1266,Body Language, rap
792,1266,Body Language, southern hip hop
793,1266,Body Language, trap
795,799,Cold Specks, electronica
797,790,GEMS, trap queen
800,3136,Stan Kenton,adult standards
801,3136,Stan Kenton, lounge
803,3136,Stan Kenton, vocal jazz
806,2334,Coco,chicago rap
807,2334,Coco, conscious hip hop
808,2334,Coco, hip hop
809,2334,Coco, pop rap
810,2334,Coco, rap
812,1994,Stepdad, hip hop
813,1994,Stepdad, rap
815,2105,The Chase,alternative r&b
816,2105,The Chase, dance pop
817,2105,The Chase, electropop
818,2105,The Chase, hip pop
819,2105,The Chase, metropopolis
820,2105,The Chase, pop
821,2105,The Chase, pop rap
822,2105,The Chase, post-teen pop
823,2105,The Chase, r&b
824,2105,The Chase, urban contemporary
826,3130,Tomas Barfod,edm
827,3130,Tomas Barfod, electro house
828,3130,Tomas Barfod, electronic trap
829,3130,Tomas Barfod, pop rap
830,3130,Tomas Barfod, trap
834,1782,Light Asylum, metropopolis
835,1173,Bishop Lamont,alternative metal
837,1173,Bishop Lamont, nu metal
838,1173,Bishop Lamont, rap rock
839,1107,TKO,dance pop
840,1107,TKO, pop
842,2919,Jeff Bates,country
843,2919,Jeff Bates, country road
844,2919,Jeff Bates, modern country rock
850,2992,HTRK,art pop
858,3145,Steve McDonald, contemporary r&b
860,1016,Swervedriver, alternative rock
861,1016,Swervedriver, dream pop
881,1065,Beth Nielsen Chapman, folk
882,1065,Beth Nielsen Chapman, lilith
883,921,Blah Blah Blah,dance pop
884,921,Blah Blah Blah, electropop
885,921,Blah Blah Blah, pop
886,921,Blah Blah Blah, post-teen pop
904,1617,Cabaret Voltaire, new wave
916,2545,Chatham County Line, progressive bluegrass
918,326,Desperation, hip hop
919,326,Desperation, rap
923,1697,Tha Joker,pop
924,1697,Tha Joker, uk pop
935,379,Dillinger Four, punk
936,379,Dillinger Four, skate punk
945,3451,Two Gallants, stomp and holler
948,3326,Diggy Simmons, pop rap
954,3547,Lightning Bolt,modern rock
956,3547,Lightning Bolt, rock
957,510,Florrie,electropop
958,510,Florrie, indie poptimism
959,510,Florrie, uk pop
960,510,Florrie, vapor soul
961,1843,Glory,classic rock
962,1843,Glory, heartland rock
963,1843,Glory, mellow gold
964,1843,Glory, permanent wave
965,1843,Glory, rock
966,1843,Glory, singer-songwriter
967,1843,Glory, soft rock
969,828,Victory,conscious hip hop
970,828,Victory, gangster rap
971,828,Victory, hip hop
972,828,Victory, pop rap
973,828,Victory, rap
974,828,Victory, southern hip hop
975,828,Victory, trap
982,1605,The Body, hip hop
983,1605,The Body, pop
984,1605,The Body, pop rap
985,1605,The Body, r&b
986,1605,The Body, rap
987,1605,The Body, southern hip hop
988,1605,The Body, trap
989,1605,The Body, urban contemporary
990,2484,YG Hootie,atl hip hop
991,2484,YG Hootie, dirty south rap
992,2484,YG Hootie, gangster rap
993,2484,YG Hootie, hip hop
994,2484,YG Hootie, pop rap
995,2484,YG Hootie, rap
996,2484,YG Hootie, southern hip hop
997,2484,YG Hootie, trap
1001,1848,Thurston Moore,alternative rock
1006,996,Gold City, indie rock
1007,996,Gold City, modern rock
1008,3472,Gipp,atl hip hop
1009,3472,Gipp, dirty south rap
1010,3472,Gipp, hip hop
1012,3472,Gipp, pop rap
1013,3472,Gipp, rap
1014,3472,Gipp, southern hip hop
1028,1190,Fences, pop punk
1029,1691,Automatic,contemporary country
1030,1691,Automatic, country
1031,1691,Automatic, country dawn
1032,1691,Automatic, country road
1034,1379,Hearsay,contemporary r&b
1035,1379,Hearsay, neo soul
1036,1379,Hearsay, quiet storm
1037,1379,Hearsay, r&b
1038,1379,Hearsay, urban contemporary
1039,2586,Junior Boys,alternative dance
1042,2586,Junior Boys, chillwave
1043,2586,Junior Boys, electronica
1044,2586,Junior Boys, electropop
1046,2586,Junior Boys, indietronica
1048,2586,Junior Boys, new rave
1049,3345,Tamaryn,art pop
1050,3345,Tamaryn, chillwave
1051,3345,Tamaryn, dream pop
1054,3345,Tamaryn, metropopolis
1060,3760,Lower Dens, chillwave
1062,3478,Captain Beefheart,alternative rock
1063,3478,Captain Beefheart, art rock
1066,3478,Captain Beefheart, folk rock
1070,3478,Captain Beefheart, psychedelic rock
1073,118,Tiffany Evans, pop r&b
1074,118,Tiffany Evans, r&b
1075,118,Tiffany Evans, urban contemporary
1076,250,Griffin House,acoustic pop
1077,250,Griffin House, neo mellow
1083,848,Xilent, electro house
1099,2074,The Frames, indie rock
1102,2338,Joe Pug, indie folk
1103,2338,Joe Pug, new americana
1104,2338,Joe Pug, stomp and holler
1105,2252,Reflections,modern alternative rock
1106,2252,Reflections, modern rock
1107,2252,Reflections, pop
1110,288,Moments, modern rock
1112,312,Dar Williams, folk
1113,312,Dar Williams, indie folk
1114,312,Dar Williams, lilith
1121,1055,Rustie, vapor twitch
1127,3542,The Vaselines,alternative rock
1131,2668,Atlas Sound,art pop
1133,2668,Atlas Sound, chillwave
1135,2668,Atlas Sound, indie rock
1139,3194,Intro, dream pop
1140,3194,Intro, indietronica
1141,1625,Tobias Jesso Jr.,alt z
1142,1625,Tobias Jesso Jr., art pop
1143,1625,Tobias Jesso Jr., dance pop
1144,1625,Tobias Jesso Jr., electropop
1145,1625,Tobias Jesso Jr., indie pop
1146,1625,Tobias Jesso Jr., indie poptimism
1148,1625,Tobias Jesso Jr., pop
1150,3090,Johnny Cinco, underground hip hop
1153,3092,Archers of Loaf, alternative rock
1157,3092,Archers of Loaf, indie rock
1162,1864,Belly,art pop
1163,1864,Belly, electropop
1164,1864,Belly, pop
1165,1507,Nite Jewel,art pop
1166,1507,Nite Jewel, chillwave
1169,2592,Lowkey, pop
1170,2062,The Bug,art pop
1171,2062,The Bug, indie pop
1174,2927,Mannheim Steamroller,adult standards
1177,176,John Pizzarelli, vocal jazz
1178,239,Dare,alternative hip hop
1179,3402,Marissa Nadler,alternative country
1181,3402,Marissa Nadler, art pop
1182,3402,Marissa Nadler, chamber pop
1184,3402,Marissa Nadler, indie folk
1185,3402,Marissa Nadler, melancholia
1187,3402,Marissa Nadler, stomp and holler
1188,2454,Jessye Norman,classical
1190,1498,J Mascis,alternative rock
1193,1882,Gotti, rap
1196,3132,Islands, country
1197,3132,Islands, country dawn
1198,3050,Middle Class Rut,modern alternative rock
1202,3568,Kurt Carr,gospel
1203,1948,Nasty,dance pop
1204,1948,Nasty, pop
1205,1956,Lil Twist,hip hop
1207,1956,Lil Twist, pop rap
1208,1956,Lil Twist, rap
1209,1956,Lil Twist, trap
1212,1043,Hail Mary Mallon, escape room
1215,1983,Nikki Yanofsky,canadian pop
1217,1983,Nikki Yanofsky, vocal jazz
1222,1255,Bully,alternative metal
1223,1255,Bully, nu metal
1224,1255,Bully, post-grunge
1229,1952,Kenny Garrett, jazz
1232,2208,The Dodos,art pop
1234,2208,The Dodos, chamber pop
1235,2208,The Dodos, indie rock
1236,2208,The Dodos, stomp and holler
1239,2028,AFTERGLOW,pop
1240,2028,AFTERGLOW, uk pop
1242,693,Ryley Walker,alternative country
1245,693,Ryley Walker, indie folk
1251,2108,Gorgoroth, metal
1259,1758,Isis, hip hop
1260,1758,Isis, pop rap
1261,1758,Isis, rap
1262,98,Liily,modern alternative rock
1263,98,Liily, modern rock
1265,3121,Immortals, modern rock
1266,3121,Immortals, rock
1270,2715,Shabazz Palaces, escape room
1276,1542,H20,chicago rap
1278,1542,H20, pop
1279,1542,H20, pop r&b
1280,1542,H20, pop rap
1281,1542,H20, r&b
1282,1542,H20, trap queen
1284,582,Perry Farrell,alternative dance
1288,582,Perry Farrell, electronica
1289,582,Perry Farrell, indie rock
1290,582,Perry Farrell, indietronica
1291,582,Perry Farrell, new rave
1294,1439,Rob Dougan, electronica
1296,358,Wild Cub,indie poptimism
1300,3290,LeToya Luckett, dirty south rap
1301,3290,LeToya Luckett, gangster rap
1302,3290,LeToya Luckett, pop rap
1303,3290,LeToya Luckett, rap
1304,3290,LeToya Luckett, southern hip hop
1305,3290,LeToya Luckett, trap
1307,3696,Diet Cig, indie pop
1309,3701,Richard Smallwood,gospel
1314,675,Choke,alt z
1315,675,Choke, indie pop
1316,675,Choke, modern rock
1317,675,Choke, rock
1318,2872,Destruction,indie poptimism
1319,2872,Destruction, indie rock
1320,2872,Destruction, indietronica
1321,2872,Destruction, modern alternative rock
1322,2872,Destruction, modern rock
1324,2872,Destruction, rock
1325,2872,Destruction, shimmer pop
1326,2872,Destruction, vapor soul
1327,1581,Zola Jesus,art pop
1330,1581,Zola Jesus, metropopolis
1334,2093,Glass Candy,alternative dance
1336,2093,Glass Candy, electropop
1338,2093,Glass Candy, new rave
1345,2818,Carolina Chocolate Drops, new americana
1348,2818,Carolina Chocolate Drops, progressive bluegrass
1350,350,Mike Jones, gangster rap
1351,350,Mike Jones, hip hop
1353,350,Mike Jones, pop rap
1354,350,Mike Jones, rap
1355,350,Mike Jones, southern hip hop
1356,350,Mike Jones, trap
1357,277,Red Cafe,dance pop
1359,386,The Afghan Whigs, alternative rock
1360,386,The Afghan Whigs, permanent wave
1367,174,The Swon Brothers,contemporary country
1368,174,The Swon Brothers, country
1369,174,The Swon Brothers, country road
1373,3002,Shamir, indie folk
1374,3002,Shamir, indie pop
1377,3025,Oh Honey, funk
1379,3025,Oh Honey, quiet storm
1381,2936,Tiara Thomas, hip hop
1382,2936,Tiara Thomas, pop
1383,2936,Tiara Thomas, pop rap
1384,2936,Tiara Thomas, r&b
1385,2936,Tiara Thomas, rap
1386,2936,Tiara Thomas, southern hip hop
1387,2936,Tiara Thomas, trap
1388,2936,Tiara Thomas, urban contemporary
1397,2294,Impending Doom, melodic metalcore
1398,2294,Impending Doom, metalcore
1401,115,Luv, rap
1405,1443,Chuck D, screamo
1407,2285,Bobby Bazini,canadian pop
1410,1383,Hannah Diamond,art pop
1411,1383,Hannah Diamond, electropop
1412,1383,Hannah Diamond, escape room
1417,621,Courtney Love, modern rock
1418,621,Courtney Love, rock
1419,60,The Puppini Sisters,adult standards
1420,60,The Puppini Sisters, canadian pop
1422,60,The Puppini Sisters, lounge
1423,3450,Guy Mitchell,adult standards
1424,3450,Guy Mitchell, brill building pop
1430,554,The Clientele, dream pop
1432,554,The Clientele, melancholia
1434,470,Marvin Winans,gospel
1453,1756,Skinny Puppy, industrial metal
1458,2057,Matthew Dear,alternative dance
1459,2057,Matthew Dear, electronica
1464,3125,Betraying The Martyrs, melodic metalcore
1465,3125,Betraying The Martyrs, metalcore
1469,2712,Indiana,art pop
1470,2712,Indiana, chamber pop
1471,2712,Indiana, indie folk
1472,2712,Indiana, indie pop
1473,2712,Indiana, indie rock
1476,2069,Jazzanova, electronica
1481,2069,Jazzanova, trip hop
1482,844,Trans-Siberian Orchestra,adult standards
1489,1772,Rich Mullins,ccm
1490,1772,Rich Mullins, christian alternative rock
1491,1772,Rich Mullins, christian music
1494,1772,Rich Mullins, worship
1501,1938,Sandi Patty, worship
1503,2410,The Slits,alternative rock
1508,2410,The Slits, punk
1511,3102,Monsta,alt z
1513,3102,Monsta, pop
1516,387,Pretty Vicious,modern alternative rock
1517,387,Pretty Vicious, modern rock
1522,3147,Steep Canyon Rangers, progressive bluegrass
1524,3406,J. Moss,gospel
1527,3423,Amel Larrieux, r&b
1528,3423,Amel Larrieux, urban contemporary
1532,3215,Twila Paris, worship
1533,3214,Gloriana,contemporary country
1534,3214,Gloriana, country
1535,3214,Gloriana, country dawn
1536,3214,Gloriana, country road
1537,3214,Gloriana, modern country rock
1542,328,Hanni El Khatib, modern blues rock
1547,2600,Ghostpoet, electronica
1548,2600,Ghostpoet, trip hop
1550,2463,Marmozets, modern alternative rock
1551,2463,Marmozets, modern rock
1554,1185,Dave Hollister,contemporary r&b
1555,1185,Dave Hollister, neo soul
1557,1185,Dave Hollister, quiet storm
1558,1185,Dave Hollister, r&b
1559,1185,Dave Hollister, urban contemporary
1560,1685,Red House Painters,alternative rock
1561,1685,Red House Painters, indie rock
1563,1685,Red House Painters, melancholia
1566,998,Sir Michael Rocks,hip hop
1568,998,Sir Michael Rocks, rap
1573,1309,Bobby Brackins,pop
1574,1309,Bobby Brackins, pop rap
1575,1309,Bobby Brackins, r&b
1578,2278,Medeski Martin & Wood, jam band
1586,3650,Kandace Springs, vocal jazz
1588,575,Lapalux, electronica
1591,575,Lapalux, vapor twitch
1594,1734,Sebastian Mikael,alternative r&b
1595,1734,Sebastian Mikael, indie r&b
1596,949,Vetiver,alternative country
1598,949,Vetiver, indie folk
1599,949,Vetiver, stomp and holler
1601,1153,Therapy, pop
1602,2182,Wolf Parade,alternative rock
1605,2182,Wolf Parade, indie pop
1606,2182,Wolf Parade, indie rock
1607,2182,Wolf Parade, modern rock
1609,2182,Wolf Parade, stomp and holler
1612,2178,Austra, alternative rock
1613,2178,Austra, indie folk
1614,2178,Austra, indie pop
1615,2178,Austra, indie rock
1616,2178,Austra, modern rock
1617,2178,Austra, pop rock
1619,2178,Austra, stomp and holler
1621,2150,tyDi, edm
1622,2150,tyDi, pop dance
1623,2150,tyDi, pop edm
1624,2150,tyDi, progressive house
1627,474,Torres,art pop
1630,474,Torres, indie pop
1637,2678,The Dells, funk
1638,2678,The Dells, motown
1639,2678,The Dells, quiet storm
1641,2678,The Dells, soul
1644,1876,Causes,alternative country
1645,1876,Causes, country rock
1647,1876,Causes, folk
1648,1876,Causes, indie folk
1650,1876,Causes, new americana
1651,1876,Causes, roots rock
1652,1876,Causes, stomp and holler
1655,2594,Kevin Fowler,country
1656,2594,Kevin Fowler, country road
1657,2594,Kevin Fowler, outlaw country
1659,3376,Stalley,alternative hip hop
1664,1550,Ulrich Schnauss, electronica
1666,1550,Ulrich Schnauss, indietronica
1671,2845,Keith Green, christian music
1674,2845,Keith Green, worship
1680,501,Simian Mobile Disco,alternative dance
1682,501,Simian Mobile Disco, electronica
1684,501,Simian Mobile Disco, new rave
1686,330,Joe Purdy,acoustic pop
