,Unnamed: 0,artist_id,name,genre
66,20,1538,Strange Fruit, lounge
67,20,1538,Strange Fruit, soul
68,20,1538,Strange Fruit, torch song
69,20,1538,Strange Fruit, vocal jazz
70,21,1405,Yaphet Kotto,argentine hip hop
71,21,1405,Yaphet Kotto, lo-fi jazzhop
72,22,1404,Broken Ones,edm
73,22,1404,Broken Ones, melodic dubstep
74,22,1404,Broken Ones, pop
75,22,1404,Broken Ones, pop dance
76,22,1404,Broken Ones, tropical house
77,23,1183,Koala,dance pop
78,23,1183,Koala, edm
79,23,1183,Koala, electro house
80,23,1183,Koala, future house
81,23,1183,Koala, house
82,23,1183,Koala, pop dance
83,23,1183,Koala, progressive electro house
84,23,1183,Koala, progressive house
85,23,1183,Koala, tropical house
86,24,2943,Salt,dance pop
87,24,2943,Salt, pop
88,25,2493,Tadpole,hyperpop
89,26,954,Honestly,emo rap
90,26,954,Honestly, lgbtq+ hip hop
91,27,3083,Phase,boy band
92,27,3083,Phase, dance pop
93,27,3083,Phase, pop
94,27,3083,Phase, post-teen pop
95,27,3083,Phase, social media pop
96,28,2676,Arrogant,punjabi hip hop
97,28,2676,Arrogant, punjabi pop
98,29,3594,Awesome,social media pop
99,30,3607,Gary Allen,contemporary country
100,30,3607,Gary Allen, country
101,30,3607,Gary Allen, country road
102,30,3607,Gary Allen, country rock
103,30,3607,Gary Allen, modern country rock
104,31,3466,Serious,hawaiian hip hop
105,31,3466,Serious, rap
106,32,2343,Adam Levy,dance pop
107,32,2343,Adam Levy, pop rap
108,33,3523,Downtown,dance pop
109,33,3523,Downtown, pop
110,33,3523,Downtown, pop rap
111,33,3523,Downtown, seattle hip hop
112,34,2519,Dearly Beloved,japanese vgm
113,35,3707,Circa Zero,dreamo
114,35,3707,Circa Zero, emo
115,35,3707,Circa Zero, philly indie
116,35,3707,Circa Zero, pop punk
117,35,3707,Circa Zero, post-hardcore
118,35,3707,Circa Zero, progressive post-hardcore
119,35,3707,Circa Zero, screamo
120,36,1717,24/7,bedroom soul
121,36,1717,24/7, pop
122,37,2215,The Purge,conscious hip hop
123,37,2215,The Purge, hip hop
124,37,2215,The Purge, pop rap
125,37,2215,The Purge, rap
126,38,1157,Oslo,alternative r&b
127,38,1157,Oslo, indie soul
128,39,1234,Messengers,ccm
129,39,1234,Messengers, christian alternative rock
130,39,1234,Messengers, christian hip hop
131,39,1234,Messengers, christian music
132,39,1234,Messengers, worship
133,40,1852,Gran Ronde,classical
134,40,1852,Gran Ronde, classical era
135,40,1852,Gran Ronde, early romantic era
136,41,763,The Twilight Hours,chillwave
137,41,763,The Twilight Hours, dream pop
138,41,763,The Twilight Hours, metropopolis
139,42,1201,The Ascension,ccm
140,42,1201,The Ascension, christian alternative rock
141,42,1201,The Ascension, christian indie
142,42,1201,The Ascension, christian music
143,42,1201,The Ascension, world worship
144,42,1201,The Ascension, worship
145,43,1305,Infinity,modern rock
146,43,1305,Infinity, pop
147,44,483,Frausdots,
148,45,3755,Arrows,indie folk
149,45,3755,Arrows, vapor soul
150,46,3387,Blinded,album rock
151,46,3387,Blinded, art rock
152,46,3387,Blinded, british blues
153,46,3387,Blinded, classic rock
154,46,3387,Blinded, hard rock
155,46,3387,Blinded, progressive rock
156,46,3387,Blinded, symphonic rock
157,47,3160,Dope Game,alabama rap
158,48,2620,Little League,bedroom pop
159,48,2620,Little League, pop
160,49,2949,Easy,british soul
161,49,2949,Easy, pop
162,49,2949,Easy, pop soul
163,49,2949,Easy, uk pop
164,50,2438,Memorials,electropop
165,50,2438,Memorials, vapor pop
166,50,2438,Memorials, vapor soul
167,51,1290,Rewind,k-pop
168,51,1290,Rewind, k-pop girl group
169,52,2540,Bridges,art pop
170,52,2540,Bridges, auckland indie
171,52,2540,Bridges, australian pop
172,52,2540,Bridges, electropop
173,52,2540,Bridges, etherpop
174,52,2540,Bridges, indie pop
175,52,2540,Bridges, indie poptimism
176,52,2540,Bridges, indietronica
177,52,2540,Bridges, metropopolis
178,52,2540,Bridges, nz pop
179,52,2540,Bridges, pop
180,52,2540,Bridges, pop rock
181,52,2540,Bridges, shimmer pop
182,52,2540,Bridges, tropical house
183,52,2540,Bridges, vapor soul
184,53,526,Viet Cong,blues
185,54,3341,Charge,alt z
186,54,3341,Charge, electropop
187,54,3341,Charge, indie pop
188,54,3341,Charge, indie poptimism
189,54,3341,Charge, pop
190,55,1711,Attila Csihar,black noise
191,55,1711,Attila Csihar, experimental black metal
192,55,1711,Attila Csihar, japanese black metal
193,56,3169,Airwaves,acoustic pop
194,56,3169,Airwaves, indie folk
195,56,3169,Airwaves, neo mellow
196,56,3169,Airwaves, new americana
197,56,3169,Airwaves, pop rock
198,56,3169,Airwaves, stomp and holler
199,57,2611,Karen Harding,dance pop
200,57,2611,Karen Harding, deep groove house
201,57,2611,Karen Harding, disco house
202,57,2611,Karen Harding, edm
203,57,2611,Karen Harding, house
204,57,2611,Karen Harding, pop dance
205,57,2611,Karen Harding, tropical house
206,57,2611,Karen Harding, uk dance
207,58,2580,Bang Bang,dance pop
208,58,2580,Bang Bang, pop
209,58,2580,Bang Bang, pop rap
210,58,2580,Bang Bang, post-teen pop
211,59,2932,Clear Static,dance rock
212,60,1030,Forth,contemporary r&b
213,60,1030,Forth, dance pop
214,60,1030,Forth, neo soul
215,60,1030,Forth, quiet storm
216,60,1030,Forth, r&b
217,60,1030,Forth, urban contemporary
218,61,1172,Warning,contemporary country
219,62,543,Steps,sleep
220,63,1890,Paul Taylor,smooth jazz
221,63,1890,Paul Taylor, smooth saxophone
222,64,3373,Gershon Veroba,
223,65,2195,Slam Donahue,
224,66,2052,Anchor,ambient folk
225,66,2052,Anchor, indie folk
226,66,2052,Anchor, pop
227,67,1196,Rebel Yell,album rock
228,67,1196,Rebel Yell, classic rock
229,67,1196,Rebel Yell, dance rock
230,67,1196,Rebel Yell, hard rock
231,67,1196,Rebel Yell, mellow gold
232,67,1196,Rebel Yell, new romantic
233,67,1196,Rebel Yell, new wave
234,67,1196,Rebel Yell, new wave pop
235,67,1196,Rebel Yell, rock
236,67,1196,Rebel Yell, soft rock
237,67,1196,Rebel Yell, synthpop
238,68,1407,Cherry Monroe,
239,69,114,Studio,gangster rap
240,69,114,Studio, hip hop
241,69,114,Studio, pop rap
242,69,114,Studio, rap
243,69,114,Studio, southern hip hop
244,69,114,Studio, trap
245,69,114,Studio, underground hip hop
246,70,1901,Illusion,boy band
247,70,1901,Illusion, pop
248,70,1901,Illusion, post-teen pop
249,70,1901,Illusion, talent show
250,71,2144,Celebrity,dance pop
251,71,2144,Celebrity, pop
252,72,211,Arcadia,art pop
253,72,211,Arcadia, pop
254,73,1455,Countdown,dance pop
255,73,1455,Countdown, pop
256,73,1455,Countdown, r&b
257,74,3024,Warriors,modern rock
258,74,3024,Warriors, rock
259,75,2963,The Shake,country
260,75,2963,The Shake, country road
261,75,2963,The Shake, country rock
262,76,1684,Azad Right,indie pop rap
263,77,1872,Undertow,alternative metal
264,77,1872,Undertow, alternative rock
265,77,1872,Undertow, art rock
266,77,1872,Undertow, nu metal
267,77,1872,Undertow, progressive metal
268,77,1872,Undertow, progressive rock
269,77,1872,Undertow, rock
270,78,1284,Da Vinci,alternative rock
271,78,1284,Da Vinci, modern power pop
272,78,1284,Da Vinci, modern rock
273,78,1284,Da Vinci, permanent wave
274,78,1284,Da Vinci, rock
275,79,3563,Indecision,emo rap
276,79,3563,Indecision, miami hip hop
277,80,3176,Meltdown,
278,81,187,Easy Rider,alternative hip hop
279,81,187,Easy Rider, east coast hip hop
280,81,187,Easy Rider, escape room
281,81,187,Easy Rider, hip hop
282,81,187,Easy Rider, nyc rap
283,81,187,Easy Rider, queens hip hop
284,81,187,Easy Rider, rap
285,81,187,Easy Rider, underground hip hop
286,82,571,Gold Leaves,
287,83,269,Shanghai,baltimore hip hop
288,83,269,Shanghai, drill
289,83,269,Shanghai, underground hip hop
290,83,269,Shanghai, vapor trap
291,84,3600,Homicide,conscious hip hop
292,84,3600,Homicide, dmv rap
293,84,3600,Homicide, hip hop
294,84,3600,Homicide, pop rap
295,84,3600,Homicide, rap
296,85,2104,Reflektor,alternative dance
297,85,2104,Reflektor, alternative rock
298,85,2104,Reflektor, baroque pop
299,85,2104,Reflektor, canadian indie
300,85,2104,Reflektor, indie pop
301,85,2104,Reflektor, indie rock
302,85,2104,Reflektor, modern rock
303,85,2104,Reflektor, new rave
304,85,2104,Reflektor, permanent wave
305,85,2104,Reflektor, quebec indie
306,85,2104,Reflektor, rock
307,85,2104,Reflektor, stomp and holler
308,86,1296,Armageddon,album rock
309,86,1296,Armageddon, glam metal
310,86,1296,Armageddon, hard rock
311,86,1296,Armageddon, nwobhm
312,86,1296,Armageddon, rock
313,87,3156,120 Days,dark trap
314,87,3156,120 Days, new orleans rap
315,87,3156,120 Days, underground hip hop
316,88,3741,Popstrangers,nz indie
317,88,3741,Popstrangers, wellington indie
318,89,65,Emergency Tiara,
319,90,2543,The Golden Dogs,canadian metal
320,90,2543,The Golden Dogs, doom metal
321,90,2543,The Golden Dogs, flute rock
322,90,2543,The Golden Dogs, gaian doom
323,90,2543,The Golden Dogs, psychedelic doom
324,90,2543,The Golden Dogs, retro metal
325,90,2543,The Golden Dogs, stoner metal
326,90,2543,The Golden Dogs, stoner rock
327,91,1748,Crisis,alt z
328,91,1748,Crisis, pop
329,91,1748,Crisis, post-teen pop
330,91,1748,Crisis, social media pop
331,92,1518,Chandelier,australian dance
332,92,1518,Chandelier, australian pop
333,92,1518,Chandelier, pop
334,93,863,Revive,dream smp
335,94,62,Cole DeGenova,
336,95,2192,Knucklehead,
337,96,3244,Coffee,indie pop
338,96,3244,Coffee, weirdcore
339,97,1497,D'Angelo and The Vanguard,alternative r&b
340,97,1497,D'Angelo and The Vanguard, funk
341,97,1497,D'Angelo and The Vanguard, hip hop
342,97,1497,D'Angelo and The Vanguard, indie soul
343,97,1497,D'Angelo and The Vanguard, neo soul
344,97,1497,D'Angelo and The Vanguard, soul
345,98,503,Flashlight,dance pop
346,98,503,Flashlight, pop
347,98,503,Flashlight, pop rap
348,98,503,Flashlight, post-teen pop
349,99,2759,The Ugly Ducklings,canadian garage rock
350,99,2759,The Ugly Ducklings, canadian psychedelic
351,99,2759,The Ugly Ducklings, classic garage rock
352,99,2759,The Ugly Ducklings, freakbeat
353,100,1532,Francisco The Man,la indie
354,101,1484,True Colors,canadian contemporary r&b
355,101,1484,True Colors, canadian pop
356,101,1484,True Colors, pop
357,102,1781,Rescue,ccm
358,102,1781,Rescue, christian music
359,102,1781,Rescue, worship
360,103,742,criminal hygiene,
361,104,3249,Bipolar,electropowerpop
362,104,3249,Bipolar, neon pop punk
363,104,3249,Bipolar, pop emo
364,104,3249,Bipolar, pop punk
365,104,3249,Bipolar, texas pop punk
366,105,490,theSTART,austindie
367,105,490,theSTART, indie pop
368,105,490,theSTART, indie rock
369,105,490,theSTART, stomp and holler
370,106,3159,High Hopes,modern rock
371,106,3159,High Hopes, rock
372,107,1703,Unicorn,atl hip hop
373,107,1703,Unicorn, hip hop
374,107,1703,Unicorn, pop rap
375,107,1703,Unicorn, rap
376,107,1703,Unicorn, southern hip hop
377,107,1703,Unicorn, trap
378,108,2165,Bad Things,ohio hip hop
379,108,2165,Bad Things, pop rap
380,109,3609,Misty Miller,
381,110,1739,Jon Wayne,
382,111,2626,Luxury,dance pop
383,111,2626,Luxury, escape room
384,111,2626,Luxury, hip house
385,111,2626,Luxury, lgbtq+ hip hop
386,111,2626,Luxury, pop
387,111,2626,Luxury, trap queen
388,112,2532,Stir,atl hip hop
389,112,2532,Stir, hip hop
390,112,2532,Stir, pop rap
391,112,2532,Stir, rap
392,112,2532,Stir, trap
393,113,1499,Believer,modern rock
394,113,1499,Believer, rock
395,114,2565,Venus,dance pop
396,114,2565,Venus, electropop
397,114,2565,Venus, metropopolis
398,114,2565,Venus, pop
399,114,2565,Venus, uk alternative pop
400,115,2840,Hold Up,dance pop
401,115,2840,Hold Up, pop
402,115,2840,Hold Up, r&b
403,116,1505,The Way,melodic rap
404,116,1505,The Way, philly rap
405,116,1505,The Way, rap
406,116,1505,The Way, trap
407,117,329,Gypsy,album rock
408,117,329,Gypsy, classic rock
409,117,329,Gypsy, mellow gold
410,117,329,Gypsy, rock
411,117,329,Gypsy, soft rock
412,117,329,Gypsy, yacht rock
413,118,1620,Fol Chen,metropopolis
414,119,416,EDIDION,bedroom pop
415,119,416,EDIDION, pop
416,120,956,The Envy Corps,iowa indie
417,121,1922,Bad News,
418,122,291,Wonderland,pop
419,123,2763,Relapse,melodic metalcore
420,123,2763,Relapse, metalcore
421,124,170,Headlights,electro house
422,124,170,Headlights, pop nacional
423,124,170,Headlights, slap house
424,125,600,Fort Lean,indie psych-pop
425,126,3669,High Places,chill beats
426,126,3669,High Places, chill out
427,127,2956,Invincible,brooklyn drill
428,128,2930,The Truth,contemporary country
429,128,2930,The Truth, country
430,128,2930,The Truth, country road
431,129,3233,Alena,classical
432,129,3233,Alena, early avant garde
433,129,3233,Alena, early modern classical
434,129,3233,Alena, impressionism
435,129,3233,Alena, post-romantic era
436,130,1959,Sirens,jam band
437,130,1959,Sirens, jamgrass
438,130,1959,Sirens, progressive bluegrass
439,131,2824,Payton Rae,
440,132,230,Headphones,alt z
441,132,230,Headphones, indie pop
442,132,230,Headphones, nyc pop
443,133,2899,Joel Compass,
444,134,2883,Subtle,pet calming
445,135,2832,Redwood,la pop
446,136,798,Willy Porter,eau claire indie
447,137,632,Nick Santino,alternative pop rock
448,138,3383,Wildbirds & Peacedrums,
449,139,3219,Illuminate,alternative hip hop
450,139,3219,Illuminate, conscious hip hop
451,139,3219,Illuminate, escape room
452,139,3219,Illuminate, hip hop
453,139,3219,Illuminate, rap
454,139,3219,Illuminate, southern hip hop
455,139,3219,Illuminate, underground hip hop
456,140,3126,High Tide,electropop
457,140,3126,High Tide, indie poptimism
458,140,3126,High Tide, new french touch
459,140,3126,High Tide, tropical house
460,140,3126,High Tide, vapor soul
461,141,3309,Funeral,indie pop
462,141,3309,Funeral, la indie
463,142,1759,Marnie Stern,noise rock
464,143,3677,Empires,
465,144,3173,Ex Cops,popgaze
466,145,855,Fate,
467,146,3063,Stockholm Syndrome,boy band
468,146,3063,Stockholm Syndrome, pop
469,146,3063,Stockholm Syndrome, post-teen pop
470,146,3063,Stockholm Syndrome, talent show
471,147,3432,Jessica Hernandez & The Deltas,detroit rock
472,148,3616,Clockwork,australian metalcore
473,148,3616,Clockwork, deep melodic metalcore
474,148,3616,Clockwork, djent
475,148,3616,Clockwork, melodic metalcore
476,148,3616,Clockwork, metalcore
477,148,3616,Clockwork, nu-metalcore
478,148,3616,Clockwork, progressive metalcore
479,149,2685,Elf Power,athens indie
480,149,2685,Elf Power, elephant 6
481,149,2685,Elf Power, gbvfi
482,149,2685,Elf Power, lo-fi
483,150,1639,Lord,east coast hip hop
484,150,1639,Lord, hip hop
485,150,1639,Lord, rap
486,150,1639,Lord, trap
487,151,84,Caracara,afro soul
488,151,84,Caracara, south african hip hop
489,151,84,Caracara, south african pop
490,151,84,Caracara, south african trap
491,152,3673,Hillaryjane,christian pop
492,153,2948,T.O.L.D.,
493,154,2083,Professor Murder,dance-punk
494,155,393,Hollywood,dfw rap
495,155,393,Hollywood, melodic rap
496,155,393,Hollywood, rap
497,156,801,Pink Mountaintops,canadian psychedelic rock
498,156,801,Pink Mountaintops, vancouver indie
499,157,523,Wallace,german soundtrack
500,157,523,Wallace, orchestral soundtrack
501,157,523,Wallace, soundtrack
502,158,1975,OMG Girlz,
503,159,2504,Linus Young,
504,160,3248,Soilent Green,american grindcore
505,160,3248,Soilent Green, grindcore
506,160,3248,Soilent Green, louisiana metal
507,160,3248,Soilent Green, sludge metal
508,161,1410,Dominic,alternative pop rock
509,161,1410,Dominic, pop
510,162,3515,Innocence,anime
511,162,3515,Innocence, anime rock
512,162,3515,Innocence, j-pixie
513,162,3515,Innocence, otacore
514,163,2137,Dutch Uncles,candy pop
515,163,2137,Dutch Uncles, pixie
516,163,2137,Dutch Uncles, pop emo
517,163,2137,Dutch Uncles, pop punk
518,164,1626,Anita Bryant,deep adult standards
519,165,337,Palace,alternative r&b
520,165,337,Palace, indie soul
521,165,337,Palace, lgbtq+ hip hop
522,165,337,Palace, r&b
523,166,188,Rock Kills Kid,stomp pop
524,167,674,Wildfire,deep new americana
525,167,674,Wildfire, new americana
526,167,674,Wildfire, north carolina roots
527,167,674,Wildfire, progressive bluegrass
528,167,674,Wildfire, stomp and holler
529,168,2788,Clouds,hip hop
530,168,2788,Clouds, pop rap
531,168,2788,Clouds, rap
532,169,2793,Steve Wynn,lilith
533,170,2157,Ghosty,canadian pop
534,170,2157,Ghosty, pop
535,171,878,Popeye,alternative r&b
536,171,878,Popeye, chill r&b
537,172,3287,Tomorrow,contemporary country
538,172,3287,Tomorrow, country
539,172,3287,Tomorrow, country road
540,172,3287,Tomorrow, modern country rock
541,173,628,Bola,afrofuturismo brasileiro
542,173,628,Bola, bass trap
543,173,628,Bola, electronic trap
544,173,628,Bola, funk carioca
545,173,628,Bola, pop nacional
546,174,247,Bungalow,
547,175,148,Since October,christian alternative rock
548,175,148,Since October, christian rock
549,175,148,Since October, hard alternative
550,176,2004,Flying Saucer Attack,pub rock
551,176,2004,Flying Saucer Attack, punk
552,176,2004,Flying Saucer Attack, scottish new wave
553,176,2004,Flying Saucer Attack, zolo
554,177,2535,Death Team,
555,178,432,Crazy,chicago rap
556,179,2601,Celebration,disco
557,179,2601,Celebration, funk
558,179,2601,Celebration, motown
559,179,2601,Celebration, quiet storm
560,179,2601,Celebration, soul
561,180,3560,Churchill,trap beats
562,181,1559,Restorations,alternative emo
563,181,1559,Restorations, heartland rock
564,181,1559,Restorations, orgcore
565,181,1559,Restorations, philly indie
566,182,771,OMG,atl hip hop
567,182,771,OMG, contemporary r&b
568,182,771,OMG, dance pop
569,182,771,OMG, pop
570,182,771,OMG, r&b
571,182,771,OMG, south carolina hip hop
572,182,771,OMG, urban contemporary
573,183,934,Crystal Ball,alternative rock
574,183,934,Crystal Ball, neo mellow
575,183,934,Crystal Ball, pop rock
576,183,934,Crystal Ball, post-grunge
577,183,934,Crystal Ball, rock
578,184,2825,Ricky Dillon,teen pop
579,185,528,Buke and Gase,brooklyn indie
580,185,528,Buke and Gase, deep indie rock
581,186,2138,Mike Watt,background jazz
582,187,147,Exotic,atl hip hop
583,187,147,Exotic, atl trap
584,187,147,Exotic, rap
585,187,147,Exotic, trap
586,188,442,Memory Tapes,chillwave
587,188,442,Memory Tapes, grave wave
588,188,442,Memory Tapes, new jersey indie
589,189,397,Dogwood,modern southern rock
590,189,397,Dogwood, texas country
591,190,727,Willie Taylor,pop r&b
592,191,716,Flamingo,art pop
593,191,716,Flamingo, escape room
594,191,716,Flamingo, hyperpop
595,191,716,Flamingo, japanese electropop
596,192,2399,Inside Out,alternative metal
597,192,2399,Inside Out, alternative rock
598,192,2399,Inside Out, pop rock
599,192,2399,Inside Out, post-grunge
600,193,2224,The Madden Brothers,
601,194,2627,Cynthia Clawson,country gospel
602,194,2627,Cynthia Clawson, southern gospel
603,195,2310,Teen Idols,orgcore
604,195,2310,Teen Idols, power-pop punk
605,195,2310,Teen Idols, ramonescore
606,195,2310,Teen Idols, skate punk
607,196,2529,Goddess,alt z
608,197,1029,Alibi,arkansas country
609,197,1029,Alibi, contemporary country
610,197,1029,Alibi, country
611,197,1029,Alibi, country road
612,197,1029,Alibi, country rock
613,198,1054,Promises,
614,199,787,Lay Low,g funk
615,199,787,Lay Low, gangster rap
616,199,787,Lay Low, hip hop
617,199,787,Lay Low, pop rap
618,199,787,Lay Low, rap
619,199,787,Lay Low, west coast rap
620,200,1171,Gold Fields,
621,201,1231,Steve Camp,deep christian rock
622,202,3723,John Doe,
623,203,2718,Parallels,
624,204,2923,The Outsiders,contemporary country
625,204,2923,The Outsiders, country
626,204,2923,The Outsiders, country road
627,204,2923,The Outsiders, modern country rock
628,205,1474,Wax,cali rap
629,205,1474,Wax, gangster rap
630,205,1474,Wax, hyphy
631,205,1474,Wax, oakland hip hop
632,205,1474,Wax, rap
633,205,1474,Wax, southern hip hop
634,205,1474,Wax, trap
635,206,3183,Ex Hex,indie punk
636,206,3183,Ex Hex, modern power pop
637,207,2147,Scarecrow,contemporary country
638,207,2147,Scarecrow, outlaw country
639,208,2510,The Men,canadian pop
640,208,2510,The Men, dance pop
641,208,2510,The Men, pop
642,208,2510,The Men, viral pop
643,209,2980,Solitaire,atl hip hop
644,209,2980,Solitaire, hip hop
645,209,2980,Solitaire, pop rap
646,209,2980,Solitaire, rap
647,209,2980,Solitaire, southern hip hop
648,209,2980,Solitaire, trap
649,210,2665,Quasi,k-pop
650,210,2665,Quasi, k-pop boy group
651,211,3576,Daydreamer,british soul
652,211,3576,Daydreamer, pop
653,211,3576,Daydreamer, pop soul
654,211,3576,Daydreamer, uk pop
655,212,2320,DJ Scream,atl hip hop
656,212,2320,DJ Scream, dirty south rap
657,212,2320,DJ Scream, gangster rap
658,212,2320,DJ Scream, pop rap
659,212,2320,DJ Scream, rap
660,212,2320,DJ Scream, southern hip hop
661,212,2320,DJ Scream, trap
662,213,1096,Voice Male,a cappella
663,213,1096,Voice Male, christian a cappella
664,213,1096,Voice Male, college a cappella
665,213,1096,Voice Male, lds
666,214,1519,Circles,dfw rap
667,214,1519,Circles, melodic rap
668,214,1519,Circles, rap
669,215,1702,Sleepless,alternative r&b
670,215,1702,Sleepless, indie soul
671,216,231,The Weavers,american folk revival
672,216,231,The Weavers, folk
673,217,180,Criminal,latin
674,217,180,Criminal, latin pop
675,217,180,Criminal, rap latina
676,217,180,Criminal, reggaeton
677,217,180,Criminal, trap latino
678,218,419,Mona Lisa,hip hop
679,218,419,Mona Lisa, new orleans rap
680,218,419,Mona Lisa, pop rap
681,218,419,Mona Lisa, rap
682,218,419,Mona Lisa, trap
683,219,136,Young Magic,art pop
684,219,136,Young Magic, canadian electropop
685,219,136,Young Magic, chillwave
686,219,136,Young Magic, dark pop
687,219,136,Young Magic, dream pop
688,219,136,Young Magic, edmonton indie
689,219,136,Young Magic, electropop
690,219,136,Young Magic, escape room
691,219,136,Young Magic, grave wave
692,219,136,Young Magic, indietronica
693,219,136,Young Magic, metropopolis
694,219,136,Young Magic, shimmer pop
695,220,888,Porcelain Raft,chillwave
696,220,888,Porcelain Raft, indie dream pop
697,220,888,Porcelain Raft, rome indie
698,221,3498,Distance,canadian hip hop
699,221,3498,Distance, canadian trap
700,221,3498,Distance, melodic rap
701,221,3498,Distance, pop rap
702,221,3498,Distance, r&b
703,221,3498,Distance, rap
704,221,3498,Distance, toronto rap
705,221,3498,Distance, trap
706,222,2007,Tunde Olaniran,detroit indie
707,222,2007,Tunde Olaniran, escape room
708,223,982,Restless,k-pop
709,223,982,Restless, korean r&b
710,224,1217,Absoluuttinen Nollapiste,classic finnish rock
711,224,1217,Absoluuttinen Nollapiste, finnish indie
712,224,1217,Absoluuttinen Nollapiste, finnish progressive rock
713,224,1217,Absoluuttinen Nollapiste, finnish punk
714,224,1217,Absoluuttinen Nollapiste, musiikkia lapista
715,224,1217,Absoluuttinen Nollapiste, suomi rock
716,225,1547,Karma,modern rock
717,225,1547,Karma, pop rap
718,226,3234,Charles Hamilton,alternative hip hop
719,226,3234,Charles Hamilton, soul flow
720,227,3420,Supernatural,melodic rap
721,227,3420,Supernatural, rap
722,227,3420,Supernatural, trap
723,228,1914,Freaks,dreamo
724,228,1914,Freaks, indie surf
725,228,1914,Freaks, surf punk
726,228,1914,Freaks, vegas indie
727,229,3374,Five Knives,
728,230,3409,JT Hodges,contemporary country
729,230,3409,JT Hodges, country pop
730,230,3409,JT Hodges, country road
731,230,3409,JT Hodges, modern country rock
732,231,1053,Killradio,
733,232,2624,Animal Kingdom,memphis americana
734,232,2624,Animal Kingdom, memphis indie
735,233,414,Smile,country
736,233,414,Smile, country road
737,233,414,Smile, pop rock
738,234,1091,Amelia Lily,talent show
739,235,3178,Steve Grand,queer country
740,236,3689,Superfood,bedroom pop
741,236,3689,Superfood, brighton indie
742,237,475,Quincy,canadian contemporary r&b
743,237,475,Quincy, canadian pop
744,237,475,Quincy, pop
745,238,3652,Gladiator,modern alternative rock
746,238,3652,Gladiator, modern rock
747,238,3652,Gladiator, rebel blues
748,239,3602,Kate Boy,electropop
749,239,3602,Kate Boy, metropopolis
750,239,3602,Kate Boy, shiver pop
751,239,3602,Kate Boy, swedish electropop
752,239,3602,Kate Boy, swedish synthpop
753,240,2396,Guy Davis,acoustic blues
754,240,2396,Guy Davis, country blues
755,240,2396,Guy Davis, piedmont blues
756,241,2591,Collide,alternative r&b
757,241,2591,Collide, chill r&b
758,241,2591,Collide, indie r&b
759,241,2591,Collide, pop
760,241,2591,Collide, pop r&b
761,241,2591,Collide, post-teen pop
762,241,2591,Collide, r&b
763,241,2591,Collide, urban contemporary
764,242,2562,Human,neo soul
765,243,3334,Gang Gang Dance,indietronica
766,244,3019,Hurricane,chicago rap
767,244,3019,Hurricane, rap
768,245,3310,Jason Robert Brown,broadway
769,245,3310,Jason Robert Brown, show tunes
770,246,1041,Colleen Green,bubblegrunge
771,246,1041,Colleen Green, garage psych
772,246,1041,Colleen Green, indie punk
773,246,1041,Colleen Green, la indie
774,246,1041,Colleen Green, popgaze
775,247,1606,Mikal Cronin,garage pop
776,247,1606,Mikal Cronin, modern power pop
777,248,2833,Magic Wands,metropopolis
